neighborhood,price,price_per_m2,rooms,area_m2,floor,max_floors,year,build_material,heating_type,condition
Karoliniškės,93500,1908,2,49,10,10,1972,block house,central,fully equipped
Karoliniškės,93500,1908,2,49,10,10,1972,block house,central,fully equipped
Karoliniškės,93500,1908,2,49,10,10,1972,block house,central,fully equipped
Naujamiestis,169000,1252,4,135,4,4,1995,brick,central,fully equipped
Šnipiškės,138500,2198,3,63,1,1,2020,block house,central thermostat,partial decoration
Justiniškės,79000,1580,2,50,3,3,1985,block house,central,fully equipped
Karoliniškės,94900,1492,3,63,3,3,1974,block house,central,fully equipped
Karoliniškės,97000,1525,3,63,3,3,1974,block house,central,fully equipped
Karoliniškės,95000,1484,3,64,3,3,2017,block house,central thermostat,fully equipped
Justiniškės,72000,1429,2,50,3,3,1985,block house,central,fully equipped
Žvėrynas,145000,3452,2,42,6,6,2020,brick,central thermostat,fully equipped
Žvėrynas,138000,3286,2,42,6,6,2020,brick,central thermostat,fully equipped
Šeškinė,138000,3286,2,42,6,6,2020,brick,central thermostat,fully equipped
Senamiestis,199000,3067,2,64,1,1,1940,brick,central,fully equipped
Naujamiestis,213765,2600,4,82,2,2,2021,monolithic,central thermostat,partial decoration
Naujamiestis,121858,3299,1,36,3,3,2021,monolithic,central thermostat,partial decoration
Pašilaičiai,79000,1639,1,48,1,1,2009,brick,central thermostat,fully equipped
Senamiestis,142000,3193,2,44,2,2,1940,brick,central thermostat,partial decoration
Senamiestis,590000,4403,3,134,14,14,2007,brick,central thermostat,fully equipped
Naujamiestis,590000,4403,3,134,14,14,2007,brick,central thermostat,fully equipped
Senamiestis,308000,2947,4,104,4,4,1940,brick,central thermostat,partial decoration
Jeruzalė,165999,2736,3,60,2,2,2019,brick,central thermostat,fully equipped
Visoriai,165999,2736,3,60,2,2,2019,brick,central thermostat,fully equipped
Jeruzalė,165999,2736,3,60,2,2,2018,brick,central thermostat,fully equipped
Fabijoniškės,165999,2736,3,60,2,2,2018,brick,central thermostat,fully equipped
Visoriai,165999,2736,3,60,2,2,2018,brick,central thermostat,fully equipped
Justiniškės,100000,1379,4,72,3,3,2021,brick,central thermostat,partial decoration
Justiniškės,100000,1371,3,72,3,3,2021,brick,central thermostat,partial decoration
Justiniškės,100000,1371,4,72,3,3,2021,brick,central thermostat,partial decoration
Senamiestis,220000,3492,1,63,4,4,1989,brick,central,fully equipped
Kalnėnai,105000,1843,2,56,2,2,2008,brick,gas,fully equipped
Šiaurės miestelis,67000,1914,1,35,2,2,1980,block house,central,fully equipped
Naujamiestis,109000,1397,4,78,5,5,1977,brick,central thermostat,fully equipped
Užusieniai,71500,644,3,111,1,1,1993,brick,gas,partial decoration
Naujamiestis,232102,2600,4,89,2,2,2021,monolithic,central thermostat,partial decoration
Bajorai,98900,1626,3,60,1,1,2020,monolithic,gas,partial decoration
Justiniškės,87000,1953,2,44,5,5,2021,brick,central thermostat,fully equipped
Antakalnis,122000,2440,2,50,2,2,2019,brick,geothermal,partial decoration
Antakalnis,122000,2440,2,50,2,2,2019,brick,NaN,NaN
Antakalnis,122000,2440,2,50,2,2,2019,brick,NaN,NaN
Antakalnis,219500,3136,3,70,4,4,2019,brick,geothermal,partial decoration
Antakalnis,219500,3136,3,70,4,4,2019,brick,NaN,NaN
Antakalnis,219500,3165,3,69,4,4,2019,brick,NaN,NaN
Pilaitė,64000,1778,1,36,1,1,1996,block house,central thermostat,fully equipped
Naujamiestis,54000,2571,1,21,3,3,1982,brick,central,fully equipped
Naujamiestis,54000,2571,1,21,3,3,1982,brick,central,fully equipped
Naujamiestis,44000,3385,1,13,1,1,1982,brick,central,fully equipped
Pašilaičiai,165000,1634,4,101,6,6,2003,brick,gas,fully equipped
Senamiestis,195000,2088,4,93,2,2,1896,brick,gas,fully equipped
Verkiai,65400,2401,1,27,1,1,2021,block house,central thermostat,partial decoration
Žirmūnai,52000,1857,1,28,9,9,1969,brick,central,fully equipped
Žirmūnai,52000,1857,1,28,9,9,1969,brick,central,fully equipped
Žirmūnai,52000,1857,1,28,9,9,1969,brick,central,fully equipped
Naujamiestis,35900,2564,1,14,1,1,1985,brick,central,fully equipped
Senamiestis,122081,2648,2,46,1,1,2021,brick,central thermostat,partial decoration
Šeškinė,139000,1622,3,85,3,3,1999,brick,central,fully equipped
Pilaitė,198000,2193,4,90,1,1,2019,brick,gas,fully equipped
Viršuliškės,125000,2083,2,60,15,15,2007,brick,central thermostat,fully equipped
Žvėrynas,580000,3118,4,186,2,2,1999,brick,gas,fully equipped
Bajorai,83900,1630,2,51,4,4,2020,monolithic,gas,partial decoration
Naujamiestis,67500,2371,1,28,1,1,1961,brick,central,fully equipped
Šeškinė,109000,2868,2,38,2,2,2020,brick,gas,fully equipped
Baltupiai,109000,2868,2,38,2,2,2020,brick,gas,fully equipped
Fabijoniškės,84000,1254,3,67,5,5,1988,block house,central,fully equipped
Fabijoniškės,83000,1239,3,67,5,5,1975,block house,central,fully equipped
Rasos,169000,1594,4,106,2,2,2005,brick,gas,fully equipped
Paupys,119000,3162,2,37,1,1,1940,brick,central,fully equipped
Naujamiestis,114999,2556,2,45,2,2,2020,brick,central thermostat,fully equipped
Pilaitė,134600,1689,3,79,6,6,2007,brick,central thermostat,fully equipped
Saulėtekis,115000,2054,2,56,3,3,2006,brick,central thermostat,fully equipped
Antakalnis,115000,2054,2,56,3,3,2006,brick,central thermostat,fully equipped
Naujininkai,139000,1669,3,83,2,2,1998,brick,central thermostat,fully equipped
Rasos,139000,1669,3,83,2,2,1998,brick,central thermostat,fully equipped
Senamiestis,342000,2850,4,120,3,3,2020,monolithic,central thermostat,partial decoration
Naujamiestis,313000,4408,3,71,6,6,2020,brick,central thermostat,partial decoration
Senamiestis,429000,2979,5,144,4,4,2020,monolithic,central thermostat,partial decoration
Senamiestis,900000,6923,5,130,5,5,2018,brick,central thermostat,fully equipped
Senamiestis,380000,4750,3,80,3,3,1940,brick,central,fully equipped
Senamiestis,380000,4750,3,80,3,3,1940,brick,central,fully equipped
Žvėrynas,465000,3811,4,122,1,1,1988,brick,central thermostat,fully equipped
Šnipiškės,98000,2085,2,47,1,1,2021,brick,central thermostat,partial decoration
Šnipiškės,140000,1987,3,70,5,5,2020,brick,central thermostat,partial decoration
Šnipiškės,140000,1987,3,70,5,5,2020,brick,central thermostat,partial decoration
Šnipiškės,140000,1987,3,70,5,5,2021,brick,central thermostat,fully equipped
Senamiestis,385000,2810,4,137,3,3,1940,brick,gas,fully equipped
Žvėrynas,329000,3576,4,92,1,1,1940,NaN,gas,NaN
Žemieji Paneriai,58500,1323,2,44,5,5,2019,NaN,electric,NaN
Naujamiestis,80000,1778,2,45,3,3,1960,NaN,electric,NaN
Justiniškės,107118,1650,3,64,1,1,2019,brick,central,partial decoration
Justiniškės,105000,1682,3,62,1,1,2019,brick,central,partial decoration
Justiniškės,109500,1772,3,61,2,2,2019,brick,central,partial decoration
Naujamiestis,250000,2812,3,88,3,3,1998,brick,gas,fully equipped
Senamiestis,114900,3024,2,38,1,1,2018,brick,gas,fully equipped
Aukštieji Paneriai,110500,1556,4,71,0,0,2021,brick,aerothermal,fully equipped
Senamiestis,299000,3698,3,80,3,3,1979,brick,central,fully equipped
Naujamiestis,69500,1511,2,46,1,1,1960,block house,central,fully equipped
Senamiestis,901505,5497,4,164,3,3,2020,brick,central thermostat,partial decoration
Lazdynėliai,47500,2089,1,22,3,3,2021,brick,central thermostat,partial decoration
Naujamiestis,134000,2032,3,65,8,8,1990,brick,central,fully equipped
Fabijoniškės,89000,1474,3,60,4,4,1988,block house,central,fully equipped
Užupis,465000,3550,5,131,2,2,2013,brick,central thermostat,fully equipped
Užupis,465000,3550,5,131,2,2,2013,brick,central thermostat,fully equipped
Antakalnis,63500,2258,1,28,1,1,2019,brick,gas,fully equipped
Dvarčionys,63500,2258,1,28,1,1,2019,brick,gas,fully equipped
Antakalnis,87900,2362,2,37,1,1,2019,brick,gas,fully equipped
Justiniškės,117000,1647,3,71,2,2,1998,block house,central thermostat,fully equipped
Šnipiškės,190000,3585,3,53,1,1,2019,brick,central thermostat,fully equipped
Senamiestis,190000,3585,3,53,1,1,2019,brick,central thermostat,fully equipped
Šnipiškės,59000,2269,1,26,2,2,1965,brick,central,fully equipped
Šiaurės miestelis,59000,2360,1,25,2,2,1965,brick,central,fully equipped
Žirmūnai,59000,2269,1,26,2,2,1965,brick,central,fully equipped
Naujamiestis,37000,1682,1,22,3,3,1980,block house,central,fully equipped
Pašilaičiai,105000,1944,2,54,1,1,2011,brick,central thermostat,fully equipped
Karoliniškės,58000,1758,1,33,1,1,1976,block house,central,fully equipped
Šnipiškės,145000,1918,2,75,6,6,1996,block house,electric,fully equipped
Šnipiškės,129100,2391,2,54,3,3,2020,block house,central thermostat,partial decoration
Senamiestis,399000,2509,5,159,5,5,1956,brick,central,fully equipped
Šnipiškės,93869,2950,1,31,4,4,2021,brick,central thermostat,partial decoration
Fabijoniškės,53900,1474,1,36,9,9,1981,block house,central,fully equipped
Šnipiškės,112672,2800,2,40,2,2,2021,brick,central thermostat,partial decoration
Šnipiškės,111800,2800,2,39,2,2,2020,brick,central thermostat,partial decoration
Žirmūnai,122000,1917,3,63,3,3,1968,block house,central,fully equipped
Salininkai,49000,1049,3,46,2,2,1958,brick,central,fully equipped
Naujininkai,49000,1049,3,46,2,2,1958,brick,central,fully equipped
Antakalnis,72500,1918,2,37,1,1,1960,brick,central,fully equipped
Naujininkai,60000,1622,1,37,5,5,1987,brick,central,fully equipped
Naujininkai,60000,1622,1,37,5,5,1990,brick,central,fully equipped
Senamiestis,215000,3308,2,65,4,4,2020,brick,central thermostat,partial decoration
Žvėrynas,260509,2933,3,88,3,3,2021,brick,geothermal,partial decoration
Žvėrynas,257433,2900,4,88,3,3,2021,brick,geothermal,partial decoration
Burbiškės,97000,2256,2,43,5,5,2019,brick,central thermostat,fully equipped
Naujamiestis,169000,3826,2,44,3,3,2014,brick,central thermostat,fully equipped
Šnipiškės,109900,3301,1,33,5,5,2018,brick,central thermostat,fully equipped
Šnipiškės,154800,2849,3,54,3,3,2021,brick,central thermostat,partial decoration
Šnipiškės,154860,2850,3,54,3,3,2020,brick,central thermostat,partial decoration
Antakalnis,530000,1934,6,274,1,1,1995,brick,gas,fully equipped
Pilaitė,98917,1720,3,57,3,3,2020,monolithic,central,partial decoration
Bajorai,90278,1541,3,58,1,1,2020,monolithic,gas,partial decoration
Pilaitė,73500,1457,2,50,1,1,2020,monolithic,central thermostat,partial decoration
Pilaitė,53800,1784,1,30,8,8,2020,monolithic,central,partial decoration
Pilaitė,59580,1800,1,33,1,1,2020,monolithic,central,partial decoration
Pilaitė,105703,2089,2,50,2,2,2020,monolithic,central thermostat,fully equipped
Pilaitė,105808,2089,2,50,2,2,2020,monolithic,central thermostat,fully equipped
Bajorai,183640,1823,4,100,2,2,2020,brick,gas,partial decoration
Naujamiestis,148980,2861,3,52,1,1,2021,monolithic,central thermostat,partial decoration
Naujamiestis,118923,3210,1,37,2,2,2021,monolithic,central thermostat,partial decoration
Šnipiškės,106820,2800,2,38,2,2,2020,brick,central thermostat,partial decoration
Šnipiškės,96415,2850,1,33,2,2,2020,brick,central thermostat,partial decoration
Naujamiestis,65000,2241,1,29,3,3,1968,brick,central,fully equipped
Naujininkai,137000,2108,3,65,3,3,2019,brick,central thermostat,fully equipped
Antakalnis,81900,1957,2,41,5,5,1963,brick,central,fully equipped
Senamiestis,215000,3308,2,65,3,3,2020,brick,NaN,NaN
Pašilaičiai,115000,1643,3,70,5,5,2001,brick,gas,fully equipped
Tarandė,99900,1332,2,75,1,1,2017,brick,gas,fully equipped
Naujininkai,45000,1435,2,31,3,3,1977,brick,central,fully equipped
Pašilaičiai,124700,1983,3,62,5,5,2015,brick,central thermostat,fully equipped
Justiniškės,124700,1983,3,62,5,5,2015,brick,central thermostat,fully equipped
Justiniškės,72000,1429,2,50,3,3,1985,block house,central,fully equipped
Viršuliškės,70000,1099,3,63,1,1,1977,block house,central,not equipped
Naujamiestis,210000,2400,3,87,3,3,1910,brick,central,fully equipped
Senamiestis,210000,2442,3,86,3,3,1910,brick,central,fully equipped
Baltupiai,57300,1569,2,36,2,2,2020,brick,central thermostat,partial decoration
Baltupiai,57300,1569,2,36,2,2,2020,brick,central thermostat,partial decoration
Baltupiai,95000,2209,2,43,1,1,2013,block house,gas,fully equipped
Žirmūnai,95000,2209,2,43,1,1,2013,block house,gas,fully equipped
Užupis,99000,2755,2,35,3,3,1940,brick,solid fuel,fully equipped
Fabijoniškės,115000,1855,2,62,3,3,2000,brick,gas,fully equipped
Visoriai,115000,1855,2,62,3,3,2000,brick,gas,fully equipped
Žirmūnai,82000,1607,3,51,8,8,1990,brick,central,partial decoration
Šnipiškės,82000,1607,3,51,8,8,1990,brick,central,partial decoration
Žirmūnai,48000,1866,2,25,8,8,1990,brick,central,partial decoration
Šnipiškės,48000,1866,2,25,8,8,1990,brick,central,partial decoration
Šnipiškės,46000,1853,2,24,8,8,1990,brick,central,partial decoration
Žirmūnai,95000,1599,3,59,8,8,1990,brick,central,partial decoration
Šnipiškės,95000,1599,3,59,8,8,1990,brick,central,partial decoration
Antakalnis,90000,1765,2,51,4,4,1999,brick,central thermostat,fully equipped
Žirmūnai,185000,2100,3,88,7,7,2005,brick,central thermostat,fully equipped
Šiaurės miestelis,185000,2100,3,88,7,7,2005,brick,central thermostat,fully equipped
Salininkai,46000,1334,1,34,1,1,1979,brick,central,fully equipped
Santariškės,175000,2324,4,75,1,1,2008,brick,central,fully equipped
Šnipiškės,17000,619,1,27,8,8,1983,brick,NaN,NaN
Antakalnis,235000,2582,4,91,2,2,2015,brick,gas,fully equipped
Naujamiestis,129400,2753,2,47,2,2,2020,brick,central thermostat,fully equipped
Naujamiestis,143000,3143,2,45,2,2,2021,brick,central,fully equipped
Naujamiestis,132900,2953,2,45,2,2,2020,brick,central thermostat,fully equipped
Verkiai,279000,3577,3,78,1,1,2009,brick,central thermostat,fully equipped
Senamiestis,550000,5000,3,110,2,2,2008,brick,central thermostat,fully equipped
Naujamiestis,135000,2411,2,56,1,1,1940,brick,central thermostat,fully equipped
Šnipiškės,350000,3097,3,113,23,23,2004,brick,central thermostat,fully equipped
Burbiškės,124800,2522,2,49,3,3,2020,brick,central thermostat,fully equipped
Burbiškės,115000,2337,2,49,1,1,2021,brick,central thermostat,fully equipped
Senamiestis,415000,3445,4,120,2,2,1940,brick,central,fully equipped
Naujininkai,59900,2162,1,27,8,8,1973,brick,central,fully equipped
Naujamiestis,59900,2066,1,29,8,8,1972,brick,central thermostat,fully equipped
Pilaitė,115000,2289,2,50,1,1,2021,brick,central thermostat,fully equipped
Justiniškės,87500,1306,3,67,3,3,1980,block house,central,fully equipped
Naujamiestis,40000,2500,1,16,2,2,1966,brick,central,fully equipped
Viršuliškės,112000,1981,3,56,15,15,2019,block house,central thermostat,partial decoration
Naujoji Vilnia,66000,1784,2,37,3,3,1965,brick,central,fully equipped
Jeruzalė,225000,1897,4,118,3,3,2007,brick,central thermostat,fully equipped
Verkiai,225000,1897,4,118,3,3,2007,brick,central thermostat,fully equipped
Jeruzalė,159000,2107,3,75,4,4,2019,brick,central thermostat,partial decoration
Jeruzalė,159000,2107,3,75,4,4,2019,brick,central thermostat,partial decoration
Jeruzalė,97220,1600,2,60,1,1,2019,brick,central thermostat,partial decoration
Jeruzalė,97220,1600,2,60,1,1,2019,brick,central thermostat,partial decoration
Šnipiškės,72000,1963,2,36,2,2,2022,brick,central thermostat,partial decoration
Pilaitė,82000,1557,2,52,3,3,2021,brick,central thermostat,partial decoration
Žirmūnai,83500,1877,2,44,4,4,1963,block house,central,fully equipped
Šnipiškės,83500,1877,2,44,4,4,1963,block house,central,fully equipped
Šnipiškės,150000,1987,4,75,4,4,2020,brick,central thermostat,partial decoration
Šnipiškės,150000,1987,4,75,4,4,2021,brick,central thermostat,partial decoration
Šnipiškės,134000,2140,3,62,2,2,2020,brick,central thermostat,partial decoration
Šnipiškės,134000,2140,3,62,2,2,2021,brick,central thermostat,partial decoration
Šnipiškės,90000,2530,2,35,4,4,2021,brick,central thermostat,partial decoration
Šnipiškės,90000,2530,2,35,4,4,2021,brick,central thermostat,partial decoration
Šnipiškės,88000,2475,2,35,4,4,2021,brick,central thermostat,partial decoration
Šnipiškės,97000,2333,2,41,2,2,2021,brick,central thermostat,partial decoration
Šnipiškės,97000,2333,2,41,2,2,2021,brick,central thermostat,partial decoration
Pilaitė,95000,1640,3,57,4,4,2021,brick,central thermostat,partial decoration
Žvėrynas,99700,1793,4,55,1,1,1940,wooden house,gas,fully equipped
Valakampiai,105000,2222,2,47,1,1,1940,wooden house,gas,fully equipped
Naujamiestis,57900,2517,1,23,3,3,1982,brick,central,fully equipped
Naujamiestis,42000,2211,1,19,1,1,1982,brick,central,fully equipped
Naujamiestis,37000,2387,1,15,1,1,1982,brick,central,fully equipped
Naujoji Vilnia,66800,1553,2,43,1,1,1962,brick,central,fully equipped
Antakalnis,67000,2472,1,27,5,5,1967,brick,central,fully equipped
Justiniškės,110000,1946,3,56,13,13,2019,block house,central thermostat,partial decoration
Balsiai,110000,1158,4,95,1,1,2020,brick,gas,partial decoration
Balsiai,118000,1255,4,94,1,1,2019,brick,gas,partial decoration
Balsiai,125000,1330,4,94,1,1,2019,brick,gas,partial decoration
Balsiai,124000,1319,4,94,1,1,2019,brick,gas,partial decoration
Karoliniškės,82000,1287,3,63,1,1,1973,block house,central,not equipped
Pašilaičiai,88000,1760,2,50,8,8,2012,brick,central thermostat,fully equipped
Pašilaičiai,88000,1760,2,50,8,8,2012,brick,central,fully equipped
Visoriai,66990,1861,1,36,2,2,2008,brick,central thermostat,fully equipped
Bajorai,66990,1861,1,36,2,2,2008,brick,central thermostat,fully equipped
Senamiestis,120000,2751,2,43,0,0,1940,brick,central,fully equipped
Pašilaičiai,76000,1767,1,43,1,1,2008,brick,central thermostat,fully equipped
Fabijoniškės,87000,1036,3,84,5,5,1991,monolithic,central thermostat,fully equipped
Naujininkai,79000,1549,3,51,4,4,1965,brick,central,fully equipped
Jeruzalė,73000,2079,1,35,1,1,2002,brick,central,fully equipped
Naujininkai,58700,1957,1,30,8,8,1972,brick,central,fully equipped
Naujininkai,58700,1957,2,30,8,8,1972,brick,central,fully equipped
Justiniškės,82000,1339,3,61,5,5,1985,block house,central,fully equipped
Justiniškės,83000,1297,3,64,1,1,1988,block house,central,fully equipped
Naujoji Vilnia,44900,1283,2,35,6,6,1986,brick,central,fully equipped
Viršuliškės,92000,1327,3,69,3,3,1985,monolithic,central,fully equipped
